environment,algorithm,seed,iteration,loss,l1_dist,n_modes_found,n_terminating_states
multiplicative_coprime,TBGFlowNet,7,3,22.683561325073242,inf,1,96
multiplicative_coprime,TBGFlowNet,7,4,38.570777893066406,inf,1,128
multiplicative_coprime,TBGFlowNet,7,5,33.06730270385742,inf,1,160
multiplicative_coprime,TBGFlowNet,14,1,27.609121322631836,inf,1,32
multiplicative_coprime,TBGFlowNet,14,2,30.713050842285156,inf,2,64
multiplicative_coprime,TBGFlowNet,14,3,29.578044891357422,inf,2,96
multiplicative_coprime,TBGFlowNet,14,4,14.722867965698242,inf,2,128
multiplicative_coprime,TBGFlowNet,14,5,28.484155654907227,inf,2,160
multiplicative_coprime,TBGFlowNet,21,1,25.15963363647461,inf,1,32
multiplicative_coprime,TBGFlowNet,21,2,26.73247528076172,inf,1,64
multiplicative_coprime,TBGFlowNet,21,3,25.34600830078125,inf,1,96
multiplicative_coprime,TBGFlowNet,21,4,30.521860122680664,inf,2,128
multiplicative_coprime,TBGFlowNet,21,5,23.988033294677734,inf,2,160
multiplicative_coprime,TBGFlowNet,28,1,13.504290580749512,inf,1,32
multiplicative_coprime,TBGFlowNet,28,2,38.466514587402344,inf,1,64
multiplicative_coprime,TBGFlowNet,28,3,20.92776870727539,inf,1,96
multiplicative_coprime,TBGFlowNet,28,4,34.429931640625,inf,2,128
multiplicative_coprime,TBGFlowNet,28,5,20.558446884155273,inf,2,160
multiplicative_coprime,TBGFlowNet,35,1,24.256572723388672,inf,1,32
multiplicative_coprime,TBGFlowNet,35,2,24.948503494262695,inf,1,64
multiplicative_coprime,TBGFlowNet,35,3,34.660274505615234,inf,1,96
multiplicative_coprime,TBGFlowNet,35,4,17.51078224182129,inf,1,128
multiplicative_coprime,TBGFlowNet,35,5,30.59617805480957,inf,1,160
multiplicative_coprime,ModifiedTBGFlowNet,7,1,363106.25,inf,1,32
multiplicative_coprime,ModifiedTBGFlowNet,7,2,534775.4375,inf,1,64
multiplicative_coprime,ModifiedTBGFlowNet,7,3,483850.03125,inf,1,96
multiplicative_coprime,ModifiedTBGFlowNet,7,4,368098.0625,inf,1,128
multiplicative_coprime,ModifiedTBGFlowNet,7,5,177360.1875,inf,1,160
multiplicative_coprime,ModifiedTBGFlowNet,14,1,853706.25,inf,1,32
multiplicative_coprime,ModifiedTBGFlowNet,14,2,480821.6875,inf,2,64
multiplicative_coprime,ModifiedTBGFlowNet,14,3,282849.6875,inf,2,96
multiplicative_coprime,ModifiedTBGFlowNet,14,4,482339.40625,inf,2,128
multiplicative_coprime,ModifiedTBGFlowNet,14,5,235130.6875,inf,2,160
multiplicative_coprime,ModifiedTBGFlowNet,21,1,481500.59375,inf,1,32
multiplicative_coprime,ModifiedTBGFlowNet,21,2,423652.09375,inf,1,64
multiplicative_coprime,ModifiedTBGFlowNet,21,3,279561.4375,inf,1,96
multiplicative_coprime,ModifiedTBGFlowNet,21,4,320641.3125,inf,2,128
multiplicative_coprime,ModifiedTBGFlowNet,21,5,176697.21875,inf,2,160
multiplicative_coprime,ModifiedTBGFlowNet,28,1,473428.03125,inf,1,32
multiplicative_coprime,ModifiedTBGFlowNet,28,2,156455.4375,inf,1,64
multiplicative_coprime,ModifiedTBGFlowNet,28,3,427884.6875,inf,1,96
multiplicative_coprime,ModifiedTBGFlowNet,28,4,321169.6875,inf,2,128
multiplicative_coprime,ModifiedTBGFlowNet,28,5,226522.28125,inf,2,160
multiplicative_coprime,ModifiedTBGFlowNet,35,1,526291.9375,inf,1,32
multiplicative_coprime,ModifiedTBGFlowNet,35,2,504490.15625,inf,1,64
multiplicative_coprime,ModifiedTBGFlowNet,35,3,272473.6875,inf,1,96
multiplicative_coprime,ModifiedTBGFlowNet,35,4,348501.625,inf,1,128
multiplicative_coprime,ModifiedTBGFlowNet,35,5,166188.46875,inf,1,160
