environment,algorithm,seed,iteration,loss,l1_dist,n_modes_found,n_terminating_states
original,ModifiedTBGFlowNet,7,3,117980.921875,inf,1,96
original,ModifiedTBGFlowNet,7,4,74434.0625,inf,1,128
original,ModifiedTBGFlowNet,7,5,60317.1328125,inf,1,160
original,ModifiedTBGFlowNet,14,1,176283.59375,inf,1,32
original,ModifiedTBGFlowNet,14,2,96463.7578125,inf,1,64
original,ModifiedTBGFlowNet,14,3,65000.6171875,inf,1,96
original,ModifiedTBGFlowNet,14,4,40238.84375,inf,1,128
original,ModifiedTBGFlowNet,14,5,58712.671875,inf,1,160
original,ModifiedTBGFlowNet,21,1,162674.03125,inf,1,32
original,ModifiedTBGFlowNet,21,2,132384.46875,inf,1,64
original,ModifiedTBGFlowNet,21,3,90836.890625,inf,1,96
original,ModifiedTBGFlowNet,21,4,80404.59375,inf,1,128
original,ModifiedTBGFlowNet,21,5,61802.3359375,inf,1,160
original,ModifiedTBGFlowNet,28,1,131374.640625,inf,1,32
original,ModifiedTBGFlowNet,28,2,59455.2578125,inf,1,64
original,ModifiedTBGFlowNet,28,3,114361.90625,inf,1,96
original,ModifiedTBGFlowNet,28,4,78696.25,inf,1,128
original,ModifiedTBGFlowNet,28,5,59814.96875,inf,1,160
original,ModifiedTBGFlowNet,35,1,138213.96875,inf,1,32
original,ModifiedTBGFlowNet,35,2,128390.4140625,inf,1,64
original,ModifiedTBGFlowNet,35,3,73116.3828125,inf,1,96
original,ModifiedTBGFlowNet,35,4,81431.5,inf,1,128
original,ModifiedTBGFlowNet,35,5,63032.984375,inf,1,160
cosine,LogPartitionVarianceGFlowNet,7,1,2.436100482940674,inf,0,32
cosine,LogPartitionVarianceGFlowNet,7,2,1.9735099077224731,inf,0,64
cosine,LogPartitionVarianceGFlowNet,7,3,1.7134501934051514,inf,0,96
cosine,LogPartitionVarianceGFlowNet,7,4,1.0372850894927979,inf,0,128
cosine,LogPartitionVarianceGFlowNet,7,5,3.8118457794189453,inf,0,160
cosine,LogPartitionVarianceGFlowNet,14,1,4.098411560058594,inf,0,32
cosine,LogPartitionVarianceGFlowNet,14,2,3.3288791179656982,inf,1,64
cosine,LogPartitionVarianceGFlowNet,14,3,1.4540935754776,inf,1,96
cosine,LogPartitionVarianceGFlowNet,14,4,1.4995783567428589,inf,1,128
cosine,LogPartitionVarianceGFlowNet,14,5,2.807694673538208,inf,2,160
cosine,LogPartitionVarianceGFlowNet,21,1,2.030259132385254,inf,0,32
cosine,LogPartitionVarianceGFlowNet,21,2,2.214651584625244,inf,0,64
cosine,LogPartitionVarianceGFlowNet,21,3,3.6300010681152344,inf,1,96
cosine,LogPartitionVarianceGFlowNet,21,4,3.4677858352661133,inf,1,128
cosine,LogPartitionVarianceGFlowNet,21,5,2.1953413486480713,inf,1,160
cosine,LogPartitionVarianceGFlowNet,28,1,1.0445340871810913,inf,0,32
cosine,LogPartitionVarianceGFlowNet,28,2,1.290000319480896,inf,0,64
cosine,LogPartitionVarianceGFlowNet,28,3,5.371286869049072,inf,2,96
cosine,LogPartitionVarianceGFlowNet,28,4,4.968088150024414,inf,3,128
cosine,LogPartitionVarianceGFlowNet,28,5,2.592158079147339,inf,3,160
cosine,LogPartitionVarianceGFlowNet,35,1,2.047207832336426,inf,0,32
cosine,LogPartitionVarianceGFlowNet,35,2,2.909104347229004,inf,0,64
cosine,LogPartitionVarianceGFlowNet,35,3,3.9720618724823,inf,1,96
cosine,LogPartitionVarianceGFlowNet,35,4,1.8209011554718018,inf,1,128
cosine,LogPartitionVarianceGFlowNet,35,5,2.994934558868408,inf,1,160
cosine,ModifiedLogPartitionVarianceGFlowNet,7,1,830734.5,inf,0,32
cosine,ModifiedLogPartitionVarianceGFlowNet,7,2,566732.25,inf,0,64
cosine,ModifiedLogPartitionVarianceGFlowNet,7,3,626915.625,inf,0,96
cosine,ModifiedLogPartitionVarianceGFlowNet,7,4,712581.125,inf,0,128
cosine,ModifiedLogPartitionVarianceGFlowNet,7,5,530813.4375,inf,1,160
cosine,ModifiedLogPartitionVarianceGFlowNet,14,1,1428180.5,inf,0,32
cosine,ModifiedLogPartitionVarianceGFlowNet,14,2,862734.4375,inf,1,64
cosine,ModifiedLogPartitionVarianceGFlowNet,14,3,593371.6875,inf,1,96
cosine,ModifiedLogPartitionVarianceGFlowNet,14,4,390812.3125,inf,1,128
cosine,ModifiedLogPartitionVarianceGFlowNet,14,5,649274.3125,inf,1,160
cosine,ModifiedLogPartitionVarianceGFlowNet,21,1,756091.625,inf,0,32
cosine,ModifiedLogPartitionVarianceGFlowNet,21,2,848228.5,inf,0,64
cosine,ModifiedLogPartitionVarianceGFlowNet,21,3,937024.0625,inf,1,96
cosine,ModifiedLogPartitionVarianceGFlowNet,21,4,991243.5,inf,1,128
cosine,ModifiedLogPartitionVarianceGFlowNet,21,5,586019.5625,inf,1,160
cosine,ModifiedLogPartitionVarianceGFlowNet,28,1,415431.09375,inf,0,32
cosine,ModifiedLogPartitionVarianceGFlowNet,28,2,381457.875,inf,0,64
cosine,ModifiedLogPartitionVarianceGFlowNet,28,3,1288617.5,inf,1,96
cosine,ModifiedLogPartitionVarianceGFlowNet,28,4,1033422.75,inf,3,128
cosine,ModifiedLogPartitionVarianceGFlowNet,28,5,546636.0,inf,3,160
cosine,ModifiedLogPartitionVarianceGFlowNet,35,1,685277.875,inf,0,32
cosine,ModifiedLogPartitionVarianceGFlowNet,35,2,923988.625,inf,0,64
cosine,ModifiedLogPartitionVarianceGFlowNet,35,3,1119580.625,inf,0,96
cosine,ModifiedLogPartitionVarianceGFlowNet,35,4,464025.5625,inf,0,128
cosine,ModifiedLogPartitionVarianceGFlowNet,35,5,838417.375,inf,0,160
cosine,TBGFlowNet,7,1,2.8252415657043457,inf,0,32
cosine,TBGFlowNet,7,2,1.9734084606170654,inf,0,64
cosine,TBGFlowNet,7,3,1.5262408256530762,inf,0,96
cosine,TBGFlowNet,7,4,2.3209965229034424,inf,0,128
cosine,TBGFlowNet,7,5,4.860031604766846,inf,0,160
cosine,TBGFlowNet,14,1,4.233501434326172,inf,0,32
cosine,TBGFlowNet,14,2,3.495422601699829,inf,1,64
cosine,TBGFlowNet,14,3,1.7196156978607178,inf,1,96
cosine,TBGFlowNet,14,4,1.5137073993682861,inf,1,128
cosine,TBGFlowNet,14,5,3.358609676361084,inf,2,160
cosine,TBGFlowNet,21,1,2.116041898727417,inf,0,32
cosine,TBGFlowNet,21,2,2.4125070571899414,inf,0,64
cosine,TBGFlowNet,21,3,4.353259086608887,inf,1,96
cosine,TBGFlowNet,21,4,3.966644287109375,inf,1,128
cosine,TBGFlowNet,21,5,2.699054002761841,inf,1,160
cosine,TBGFlowNet,28,1,1.0491790771484375,inf,0,32
cosine,TBGFlowNet,28,2,1.6508760452270508,inf,0,64
cosine,TBGFlowNet,28,3,6.056289196014404,inf,2,96
cosine,TBGFlowNet,28,4,5.522271633148193,inf,3,128
cosine,TBGFlowNet,28,5,3.1788170337677,inf,3,160
cosine,TBGFlowNet,35,1,2.0772147178649902,inf,0,32
cosine,TBGFlowNet,35,2,3.0703392028808594,inf,0,64
cosine,TBGFlowNet,35,3,5.332610130310059,inf,1,96
cosine,TBGFlowNet,35,4,1.8544703722000122,inf,1,128
cosine,TBGFlowNet,35,5,4.228591442108154,inf,1,160
cosine,ModifiedTBGFlowNet,7,1,359449.0,inf,0,32
cosine,ModifiedTBGFlowNet,7,2,529228.25,inf,0,64
cosine,ModifiedTBGFlowNet,7,3,478528.0,inf,0,96
cosine,ModifiedTBGFlowNet,7,4,364143.3125,inf,0,128
cosine,ModifiedTBGFlowNet,7,5,175234.890625,inf,1,160
cosine,ModifiedTBGFlowNet,14,1,845306.375,inf,0,32
cosine,ModifiedTBGFlowNet,14,2,475896.75,inf,1,64
cosine,ModifiedTBGFlowNet,14,3,279869.4375,inf,1,96
cosine,ModifiedTBGFlowNet,14,4,477068.25,inf,1,128
cosine,ModifiedTBGFlowNet,14,5,232496.78125,inf,1,160
cosine,ModifiedTBGFlowNet,21,1,476347.40625,inf,0,32
cosine,ModifiedTBGFlowNet,21,2,418747.875,inf,0,64
cosine,ModifiedTBGFlowNet,21,3,276193.25,inf,1,96
cosine,ModifiedTBGFlowNet,21,4,316421.5625,inf,1,128
cosine,ModifiedTBGFlowNet,21,5,174063.046875,inf,1,160
cosine,ModifiedTBGFlowNet,28,1,468537.71875,inf,0,32
cosine,ModifiedTBGFlowNet,28,2,154751.59375,inf,0,64
cosine,ModifiedTBGFlowNet,28,3,422983.4375,inf,1,96
cosine,ModifiedTBGFlowNet,28,4,317385.09375,inf,2,128
cosine,ModifiedTBGFlowNet,28,5,224064.546875,inf,2,160
cosine,ModifiedTBGFlowNet,35,1,520904.1875,inf,0,32
cosine,ModifiedTBGFlowNet,35,2,499124.15625,inf,0,64
cosine,ModifiedTBGFlowNet,35,3,269519.625,inf,1,96
cosine,ModifiedTBGFlowNet,35,4,344760.0625,inf,1,128
cosine,ModifiedTBGFlowNet,35,5,164509.109375,inf,1,160
bitwise_xor,LogPartitionVarianceGFlowNet,7,1,6.636777877807617,inf,1,32
bitwise_xor,LogPartitionVarianceGFlowNet,7,2,7.198375225067139,inf,1,64
bitwise_xor,LogPartitionVarianceGFlowNet,7,3,5.780349254608154,inf,1,96
bitwise_xor,LogPartitionVarianceGFlowNet,7,4,6.451786994934082,inf,1,128
bitwise_xor,LogPartitionVarianceGFlowNet,7,5,7.085112571716309,inf,1,160
bitwise_xor,LogPartitionVarianceGFlowNet,14,1,5.141434669494629,inf,1,32
bitwise_xor,LogPartitionVarianceGFlowNet,14,2,6.273693084716797,inf,1,64
bitwise_xor,LogPartitionVarianceGFlowNet,14,3,8.943696975708008,inf,1,96
bitwise_xor,LogPartitionVarianceGFlowNet,14,4,7.655580520629883,inf,1,128
bitwise_xor,LogPartitionVarianceGFlowNet,14,5,9.168931007385254,inf,1,160
bitwise_xor,LogPartitionVarianceGFlowNet,21,1,8.373353958129883,inf,1,32
bitwise_xor,LogPartitionVarianceGFlowNet,21,2,7.544423580169678,inf,1,64
bitwise_xor,LogPartitionVarianceGFlowNet,21,3,5.681271553039551,inf,1,96
bitwise_xor,LogPartitionVarianceGFlowNet,21,4,5.425375938415527,inf,1,128
bitwise_xor,LogPartitionVarianceGFlowNet,21,5,8.412728309631348,inf,1,160
bitwise_xor,LogPartitionVarianceGFlowNet,28,1,8.96949291229248,inf,1,32
bitwise_xor,LogPartitionVarianceGFlowNet,28,2,6.089303016662598,inf,1,64
bitwise_xor,LogPartitionVarianceGFlowNet,28,3,6.551990509033203,inf,1,96
bitwise_xor,LogPartitionVarianceGFlowNet,28,4,7.109891414642334,inf,1,128
bitwise_xor,LogPartitionVarianceGFlowNet,28,5,8.77011489868164,inf,1,160
bitwise_xor,LogPartitionVarianceGFlowNet,35,1,9.780282974243164,inf,1,32
bitwise_xor,LogPartitionVarianceGFlowNet,35,2,7.289254188537598,inf,1,64
bitwise_xor,LogPartitionVarianceGFlowNet,35,3,6.669870376586914,inf,1,96
bitwise_xor,LogPartitionVarianceGFlowNet,35,4,7.960465431213379,inf,1,128
bitwise_xor,LogPartitionVarianceGFlowNet,35,5,8.416698455810547,inf,1,160
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,7,1,2294392.25,inf,1,32
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,7,2,2782866.25,inf,1,64
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,7,3,1365182.25,inf,1,96
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,7,4,1712752.25,inf,1,128
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,7,5,2064766.25,inf,1,160
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,14,1,236434.1875,inf,1,32
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,14,2,2857617.5,inf,1,64
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,14,3,1583760.75,inf,1,96
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,14,4,1305630.875,inf,1,128
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,14,5,2547444.0,inf,1,160
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,21,1,1048155.6875,inf,1,32
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,21,2,1719454.75,inf,1,64
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,21,3,3068761.5,inf,1,96
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,21,4,1228245.875,inf,1,128
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,21,5,1885779.875,inf,1,160
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,28,1,2788825.5,inf,1,32
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,28,2,2115832.5,inf,1,64
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,28,3,1603215.0,inf,1,96
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,28,4,1299289.25,inf,1,128
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,28,5,2387215.0,inf,1,160
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,35,1,1433163.125,inf,1,32
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,35,2,777238.875,inf,1,64
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,35,3,1882455.75,inf,1,96
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,35,4,2758923.0,inf,1,128
bitwise_xor,ModifiedLogPartitionVarianceGFlowNet,35,5,977941.25,inf,1,160
bitwise_xor,TBGFlowNet,7,1,14.356366157531738,inf,1,32
bitwise_xor,TBGFlowNet,7,2,17.73967170715332,inf,1,64
bitwise_xor,TBGFlowNet,7,3,21.352767944335938,inf,1,96
bitwise_xor,TBGFlowNet,7,4,25.62689971923828,inf,1,128
bitwise_xor,TBGFlowNet,7,5,18.298229217529297,inf,1,160
bitwise_xor,TBGFlowNet,14,1,31.486515045166016,inf,1,32
bitwise_xor,TBGFlowNet,14,2,15.383228302001953,inf,1,64
bitwise_xor,TBGFlowNet,14,3,17.999258041381836,inf,1,96
bitwise_xor,TBGFlowNet,14,4,22.620237350463867,inf,1,128
bitwise_xor,TBGFlowNet,14,5,26.088706970214844,inf,1,160
bitwise_xor,TBGFlowNet,21,1,26.080949783325195,inf,1,32
bitwise_xor,TBGFlowNet,21,2,21.33066177368164,inf,1,64
bitwise_xor,TBGFlowNet,21,3,13.530303955078125,inf,1,96
bitwise_xor,TBGFlowNet,21,4,23.560138702392578,inf,1,128
bitwise_xor,TBGFlowNet,21,5,16.625465393066406,inf,1,160
bitwise_xor,TBGFlowNet,28,1,17.916399002075195,inf,1,32
bitwise_xor,TBGFlowNet,28,2,13.16419792175293,inf,1,64
bitwise_xor,TBGFlowNet,28,3,21.46817398071289,inf,1,96
bitwise_xor,TBGFlowNet,28,4,20.605636596679688,inf,1,128
bitwise_xor,TBGFlowNet,28,5,21.992807388305664,inf,1,160
bitwise_xor,TBGFlowNet,35,1,24.783676147460938,inf,1,32
bitwise_xor,TBGFlowNet,35,2,26.74547576904297,inf,1,64
bitwise_xor,TBGFlowNet,35,3,17.57927703857422,inf,1,96
bitwise_xor,TBGFlowNet,35,4,19.590373992919922,inf,1,128
bitwise_xor,TBGFlowNet,35,5,25.689231872558594,inf,1,160
bitwise_xor,ModifiedTBGFlowNet,7,1,8432818.0,inf,1,32
bitwise_xor,ModifiedTBGFlowNet,7,2,14455216.0,inf,1,64
bitwise_xor,ModifiedTBGFlowNet,7,3,17215132.0,inf,1,96
bitwise_xor,ModifiedTBGFlowNet,7,4,13888196.0,inf,1,128
bitwise_xor,ModifiedTBGFlowNet,7,5,15516146.0,inf,1,160
bitwise_xor,ModifiedTBGFlowNet,14,1,18799184.0,inf,1,32
bitwise_xor,ModifiedTBGFlowNet,14,2,12305540.0,inf,1,64
bitwise_xor,ModifiedTBGFlowNet,14,3,10072855.0,inf,1,96
bitwise_xor,ModifiedTBGFlowNet,14,4,7903109.5,inf,1,128
bitwise_xor,ModifiedTBGFlowNet,14,5,15479591.0,inf,1,160
bitwise_xor,ModifiedTBGFlowNet,21,1,12964900.0,inf,1,32
bitwise_xor,ModifiedTBGFlowNet,21,2,12683068.0,inf,1,64
bitwise_xor,ModifiedTBGFlowNet,21,3,10371404.0,inf,1,96
bitwise_xor,ModifiedTBGFlowNet,21,4,11190751.0,inf,1,128
bitwise_xor,ModifiedTBGFlowNet,21,5,10960056.0,inf,1,160
bitwise_xor,ModifiedTBGFlowNet,28,1,11721631.0,inf,1,32
bitwise_xor,ModifiedTBGFlowNet,28,2,6275166.0,inf,1,64
bitwise_xor,ModifiedTBGFlowNet,28,3,14386194.0,inf,1,96
bitwise_xor,ModifiedTBGFlowNet,28,4,12109134.0,inf,1,128
bitwise_xor,ModifiedTBGFlowNet,28,5,11867715.0,inf,1,160
bitwise_xor,ModifiedTBGFlowNet,35,1,12738636.0,inf,1,32
bitwise_xor,ModifiedTBGFlowNet,35,2,14530312.0,inf,1,64
bitwise_xor,ModifiedTBGFlowNet,35,3,10172336.0,inf,1,96
bitwise_xor,ModifiedTBGFlowNet,35,4,13982451.0,inf,1,128
bitwise_xor,ModifiedTBGFlowNet,35,5,13731072.0,inf,1,160
multiplicative_coprime,LogPartitionVarianceGFlowNet,7,1,20.062332153320312,inf,1,32
multiplicative_coprime,LogPartitionVarianceGFlowNet,7,2,16.504796981811523,inf,1,64
multiplicative_coprime,LogPartitionVarianceGFlowNet,7,3,17.2265625,inf,1,96
multiplicative_coprime,LogPartitionVarianceGFlowNet,7,4,21.56210708618164,inf,1,128
multiplicative_coprime,LogPartitionVarianceGFlowNet,7,5,18.466476440429688,inf,2,160
multiplicative_coprime,LogPartitionVarianceGFlowNet,14,1,22.393796920776367,inf,1,32
multiplicative_coprime,LogPartitionVarianceGFlowNet,14,2,21.78917121887207,inf,2,64
multiplicative_coprime,LogPartitionVarianceGFlowNet,14,3,18.084014892578125,inf,2,96
multiplicative_coprime,LogPartitionVarianceGFlowNet,14,4,13.285852432250977,inf,2,128
multiplicative_coprime,LogPartitionVarianceGFlowNet,14,5,17.59380340576172,inf,2,160
multiplicative_coprime,LogPartitionVarianceGFlowNet,21,1,18.00967025756836,inf,1,32
multiplicative_coprime,LogPartitionVarianceGFlowNet,21,2,19.864086151123047,inf,1,64
multiplicative_coprime,LogPartitionVarianceGFlowNet,21,3,17.598962783813477,inf,1,96
multiplicative_coprime,LogPartitionVarianceGFlowNet,21,4,19.655845642089844,inf,2,128
multiplicative_coprime,LogPartitionVarianceGFlowNet,21,5,14.606864929199219,inf,2,160
multiplicative_coprime,LogPartitionVarianceGFlowNet,28,1,11.971935272216797,inf,1,32
multiplicative_coprime,LogPartitionVarianceGFlowNet,28,2,17.875934600830078,inf,1,64
multiplicative_coprime,LogPartitionVarianceGFlowNet,28,3,16.46647834777832,inf,1,96
multiplicative_coprime,LogPartitionVarianceGFlowNet,28,4,23.58013916015625,inf,2,128
multiplicative_coprime,LogPartitionVarianceGFlowNet,28,5,16.193817138671875,inf,2,160
multiplicative_coprime,LogPartitionVarianceGFlowNet,35,1,18.784137725830078,inf,1,32
multiplicative_coprime,LogPartitionVarianceGFlowNet,35,2,18.343612670898438,inf,1,64
multiplicative_coprime,LogPartitionVarianceGFlowNet,35,3,20.36096954345703,inf,1,96
multiplicative_coprime,LogPartitionVarianceGFlowNet,35,4,13.947186470031738,inf,1,128
multiplicative_coprime,LogPartitionVarianceGFlowNet,35,5,17.054981231689453,inf,1,160
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,7,1,5384814.0,inf,1,32
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,7,2,3483616.75,inf,1,64
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,7,3,4783962.5,inf,1,96
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,7,4,9084638.0,inf,1,128
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,7,5,4989632.0,inf,1,160
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,14,1,6952405.5,inf,1,32
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,14,2,6047037.0,inf,2,64
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,14,3,4405307.0,inf,2,96
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,14,4,2126203.25,inf,2,128
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,14,5,4129839.5,inf,2,160
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,21,1,5435178.0,inf,1,32
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,21,2,5088701.5,inf,1,64
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,21,3,3994049.0,inf,1,96
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,21,4,6650278.5,inf,2,128
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,21,5,3802788.0,inf,2,160
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,28,1,1998924.875,inf,1,32
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,28,2,3741624.0,inf,1,64
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,28,3,5370130.0,inf,2,96
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,28,4,4883027.5,inf,3,128
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,28,5,2933466.0,inf,3,160
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,35,1,4656938.5,inf,1,32
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,35,2,5520749.0,inf,1,64
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,35,3,5016321.5,inf,1,96
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,35,4,3049411.5,inf,1,128
multiplicative_coprime,ModifiedLogPartitionVarianceGFlowNet,35,5,4580471.0,inf,1,160
multiplicative_coprime,TBGFlowNet,7,1,31.867637634277344,inf,1,32
multiplicative_coprime,TBGFlowNet,7,2,19.665908813476562,inf,1,64
